gsisname,height,weight,college,birthdate,yearspro,team
E.Johnson,74,296,Penn State,12/18/1983,4,
C.Ali,74,255,Arkansas-Pine Bluff,8/23/1984,5,
Jon. Brown,73,230,Illinois,6/22/1992,1,
L.Lumpkin,72,234,Carson-Newman,5/16/1991,1,
M.Kemoeatu,77,345,Utah,1/10/1979,9,
A.Dixon,72,205,Baylor,9/5/1991,2,
T.Mitchell,71,190,Oregon,5/17/1992,2,DAL
,68,185,Michigan,2/9/1990,1,
,75,302,Boise State,10/9/1991,2,CHI
Z.Hocker,72,191,Arkansas,8/23/1991,1,
N.Freese,71,192,Boston College,8/18/1990,0,
J.Price,71,200,North Carolina,8/31/1992,2,MIN
K.Small,69,242,Arkansas,5/1/1989,1,
,75,215,Memphis,4/23/1993,2,HOU
,70,266,Western Kentucky,3/25/1992,0,
V.Butler,74,245,Oregon State,7/29/1987,6,
T.Lang,76,318,Eastern Michigan,9/20/1987,7,GB
B.Hartline,74,200,Ohio State,11/22/1986,7,CLE
M.Thomas,68,198,Arizona,6/4/1987,6,
J.Luigs,76,310,Arkansas,8/11/1986,2,
K.Maiava,72,230,USC,12/27/1986,6,
D.Scott,75,317,Clemson,3/15/1986,4,
D.Washington,73,197,Ohio State,7/28/1986,4,
S.McGee,75,227,Texas A&M;,9/27/1985,2,
T.Beckum,75,234,Wisconsin,1/24/1987,5,
A.Stecker,70,213,Western Illinois,11/13/1975,10,
,71,203,Northwest Missouri State,4/26/1990,2,
K.Ozier,74,200,Arizona State,12/24/1990,0,
,72,218,Washington,12/21/1991,1,SEA
W.Van Hooser,72,195,Troy,12/31/1990,0,
,76,255,USC,5/14/1990,1,
H.Miller,73,240,Texas-El Paso,8/28/1990,1,
S.Watkins,73,211,Clemson,6/14/1993,2,BUF
B.Ellington,69,197,South Carolina,8/22/1991,2,SF
,74,200,Alabama,9/23/1989,2,CAR
E.Mathis,77,301,Alabama,11/1/1981,11,DEN
R.Incognito,75,319,Nebraska,7/5/1983,9,BUF
A.Fincher,73,250,Connecticut,8/15/1983,5,
E.Green,71,196,Virginia Tech,3/16/1982,5,
K.Paymah,72,195,Washington State,11/29/1982,6,
R.Moats,68,210,Louisiana Tech,12/17/1982,6,
K.Morrison,74,245,San Diego State,2/19/1982,8,
K.Faulk,68,202,LSU,6/5/1976,13,
C.Henry,76,200,West Virginia,5/17/1983,5,
E.Hobbs,69,195,Iowa State,5/16/1983,6,
J.Taylor,78,244,Akron,9/1/1974,15,
E.Ansah,77,278,Brigham Young,5/29/1989,3,DET
D.Ellerbe,73,245,Georgia,11/29/1985,7,NO
K.Eloi,70,190,Nebraska-Omaha,11/1/1984,0,
A.Smith,69,192,Florida State,9/17/1985,6,
D.Young,71,251,Villanova,4/8/1987,6,WAS
A.Parrish,77,305,Kent State,3/19/1987,1,
J.Skolnitsky,77,255,James Madison,11/6/1986,0,
R.Armstrong,75,220,Miami (Fla.),3/5/1991,3,SF
G.Rivers,74,250,Mississippi,6/22/1990,2,
D.Thomas,69,188,Texas-El Paso,10/26/1989,0,
,73,235,Houston,9/7/1990,1,
G.Gano,74,205,Florida State,4/9/1987,6,CAR
W.Johnson,77,285,Michigan,11/10/1985,1,
D.House,72,196,New Mexico State,7/10/1989,5,JAC
J.Harper,71,233,Clemson,9/11/1989,2,
M.Wilhelm,74,245,Ohio State,2/2/1981,8,
T.McGee,69,205,Northwestern State-Louisiana,10/14/1980,10,
C.Simms,76,230,Texas,8/29/1980,8,
A.Crowell,73,246,Virginia,8/16/1981,6,
T.Jones,72,195,Eastern Washington,7/26/1988,5,OAK
O.Marecic,72,245,Stanford,10/4/1988,3,
K.Curtis,72,186,Utah State,7/17/1978,9,
W.Hunter,77,318,Hawaii,7/2/1981,9,
B.Askew,75,233,Michigan,8/19/1980,7,
K.Peterson,75,295,Ohio State,11/21/1978,7,
W.Davis,74,257,Illinois,6/2/1986,3,
D.Wright,71,190,New Mexico,4/13/1986,0,
B.McCain,69,190,Utah,12/10/1986,7,MIA
B.Underwood,73,190,Cincinnati,6/24/1986,3,
B.Gibson,72,210,Washington State,8/13/1987,6,NE
A.Afalava,71,212,Oregon State,1/20/1987,4,
B.Pascoe,77,265,Fresno State,2/23/1986,7,DET
J.Wynn,75,285,Georgia,8/29/1986,7,BUF
R.Henson,72,247,Texas Christian,1/27/1986,3,
L.Bodden,73,193,Duquesne,9/24/1981,9,
E.Igwenagu,74,245,Massachusetts,3/27/1989,2,
J.Stewart,71,215,Stanford,2/17/1989,4,
C.Harris,71,180,Oregon,12/12/1990,1,
P.Thomas,71,198,Syracuse,11/15/1990,0,
K.Short,75,315,Purdue,2/2/1989,3,CAR
M.Hunt,80,290,Southern Methodist,7/14/1987,3,CIN
C.Hawkins,68,180,Southern University,8/30/1990,1,
J.Slaughter,72,195,Notre Dame,12/22/1989,1,
K.Walker,72,210,Missouri,7/28/1990,0,
J.Simon,73,252,Ohio State,10/14/1990,3,HOU
L.Toilolo,80,265,Stanford,7/30/1991,3,ATL
K.Long,78,328,Oregon,12/5/1988,3,CHI
J.Dearth,76,265,Tarleton State,1/22/1976,12,
A.Baxter,72,238,Northern Illinois,3/28/1991,1,
R.Dunn,69,180,Utah,1/5/1989,1,
T.Wright,76,220,Rutgers,4/7/1990,3,DET
B.Arnfelt,76,298,Northwestern,10/11/1989,1,
,76,300,Notre Dame,9/28/1989,1,
B.McGowan,71,210,Maine,9/26/1983,7,
,78,306,Penn State,8/23/1989,1,
,78,235,Hawaii,7/24/1990,0,
A.Morgan,76,250,Louisiana-Monroe,12/30/1988,5,
K.Quaye,73,305,South Dakota,5/11/1987,2,
R.Thomas,70,172,Lindenwood,9/21/1987,1,
T.Whitehead,73,194,Norfolk State,9/18/1988,2,
S.Pfahler,76,254,Montana,8/21/1987,1,
D.Jones,72,208,Youngstown State,12/17/1987,3,
S.Rogers,76,350,Texas,3/12/1979,13,
G.Warren,76,330,Florida,7/25/1978,11,
D.Wilson,69,205,Virginia Tech,6/15/1991,3,
F.Smoot,71,185,Mississippi State,4/17/1979,9,
T.Thomas,72,202,USC,1/8/1985,7,
T.Wheatley,69,185,Colorado,5/5/1985,5,
M.Bennett,78,273,Texas A&M,3/10/1987,8,CHI
P.Lee,72,200,Auburn,2/20/1984,4,
C.Godfrey,71,210,Iowa,11/15/1985,8,ATL
K.Langford,78,305,Hampton,1/27/1986,8,IND
J.Greco,76,318,Toledo,3/24/1985,8,CLE
K.Smith,73,217,Central Florida,12/17/1986,5,
J.Hester,71,225,LSU,5/8/1985,6,
C.Jackson,71,194,LSU,12/11/1985,4,
,79,289,Missouri State,8/6/1990,0,
,75,252,Harvard,2/28/1992,0,NYG
,73,245,Iowa,11/20/1991,2,NYG
J.Deering,73,209,Rutgers,8/12/1990,0,
C.Young,72,252,Arizona State,1/9/1992,1,
,79,311,South Dakota State,6/16/1990,2,
M.Williams,71,196,North Dakota State,3/24/1991,2,NYJ
,70,185,West Texas A&M,8/21/1992,2,
G.Atkinson,73,220,Notre Dame,11/29/1992,1,
,72,240,Texas Christian,1/13/1993,0,CIN
,73,212,Auburn,3/31/1993,0,PIT
,72,197,Washington,1/9/1993,0,KC
,79,292,Oregon,11/15/1993,0,SF
,72,299,North Carolina State,11/23/1992,0,IND
,77,275,Texas Tech,12/28/1990,0,DAL
,76,205,Western Oregon,2/12/1992,0,SD
,75,315,Arizona State,2/14/1992,0,CIN
,73,201,USC,3/27/1992,0,CIN
S.Rocca,77,263,No College,11/20/1973,7,
C.Wilson,76,243,Northwood,7/10/1982,6,
D.Woody,75,327,Boston College,11/3/1977,12,
C.Loeffler,77,247,Texas,1/27/1981,12,
D.Sharper,74,210,William & Mary,11/3/1975,14,
C.Hoke,74,305,Brigham Young,4/6/1976,11,
G.Herd,75,202,Eastern Washington,2/15/1991,0,
A.Bailey,75,320,Arkansas,8/26/1991,3,SEA
B.Magee,71,255,Arizona State,10/22/1990,2,
T.Reed,71,236,Southern Methodist,8/7/1991,0,
E.Rogers,75,210,California Lutheran,2/12/1991,0,
D.Smith,71,186,Wisconsin,8/8/1990,1,
A.Winfield,69,180,Ohio State,6/24/1977,15,
,75,270,Southern Illinois,3/6/1990,2,DAL
R.Fitzpatrick,74,223,Harvard,11/24/1982,11,NYJ
M.Hedgecock,75,266,North Carolina,8/27/1981,6,
E.Buckley,69,207,Tennessee-Chattanooga,6/23/1985,5,
J.Bidwell,75,228,Oregon,3/13/1976,11,
T.Bouman,74,236,St. Cloud State,8/1/1972,15,
A.Henry,73,207,South Florida,11/3/1976,9,
,76,305,Michigan,12/29/1989,3,CHI
T.Davis,70,190,Miami (Fla.),1/27/1983,4,
R.Neill,75,253,Rutgers,12/12/1982,5,
M.Nance,75,212,Miami (Ohio),5/26/1983,4,
R.Brown,70,185,Nebraska,9/16/1978,10,
T.Barnes,76,306,Missouri,5/14/1988,4,STL
D.Berry,70,223,Miami (Fla.),10/21/1988,2,
W.Saunders,77,261,South Carolina,1/16/1989,4,
E.Greenwood,79,223,Idaho,11/2/1988,1,
J.Bynes,73,235,Auburn,8/24/1989,4,DET
B.Hall,72,280,Arkansas State,9/12/1988,2,
Cha.Jones,77,265,Syracuse,2/27/1990,4,NE
J.Brown,76,265,Illinois,10/20/1987,1,
R.Ellison,77,250,USC,10/3/1988,4,MIN
D.Wolfe,77,285,Cincinnati,2/24/1990,4,DEN
A.Freeman,71,190,Slippery Rock,5/6/1989,1,
R.Matthews,72,217,Nevada,10/12/1989,4,MIA
K.Newhall-Caballero,75,220,Brown,2/19/1988,1,
S.Solomon,75,260,Rice,11/5/1988,4,CLE
D.Herron,70,212,Ohio State,3/21/1989,3,IND
,77,340,Mars Hill,3/8/1991,0,IND
,73,212,San Jose State,8/29/1992,0,ATL
,78,331,North Carolina State,2/2/1991,0,BUF
T.Campbell,75,198,California (PA),9/19/1987,5,
E.Hagg,73,205,Nebraska,9/15/1989,3,
D.Sampson,74,204,San Diego State,12/19/1985,1,
J.Finley,71,203,Baylor,5/15/1988,1,
J.Beal,75,280,Oklahoma,12/2/1987,2,
L.Ziemba,78,313,Auburn,3/29/1989,3,
M.Jasper,76,375,Bethel College (Tenn.),10/8/1986,1,
M.Smith,72,225,USC,7/5/1989,5,OAK
N.Bussey,74,220,Illinois,2/20/1989,2,
M.Purify,75,222,Nebraska,1/17/1986,3,
C.Keenum,73,205,Houston,2/17/1988,4,STL
P.Supernaw,77,248,Ouachita Baptist,1/30/1990,2,TEN
B.Tyms,75,204,Florida A&M,2/21/1989,3,NE
D.Hunter,74,301,Houston,9/19/1989,2,
A.Mosley,72,178,Kentucky,8/31/1989,1,
,75,314,Western Michigan,8/4/1992,0,JAC
J.Hampton,69,210,Southern Illinois,12/23/1989,2,
J.Holland,73,229,Purdue,8/20/1988,1,
,71,215,Findlay,8/6/1993,0,CHI
,76,309,San Diego State,12/23/1988,1,
R.Tjong-A-Tjoe,74,309,Boise State,4/4/1990,2,
D.Nowak,75,292,Western Michigan,3/7/1990,4,
C.Tenpenny,75,252,Nevada,8/6/1991,0,
R.Davis,74,270,Bethune-Cookman,2/24/1989,3,JAC
M.Brewster,76,305,Ohio State,7/27/1989,3,
J.Boykin,74,215,Virginia Tech,11/4/1989,4,
A.Blake,69,198,Texas-El Paso,8/9/1990,4,PIT
K.Elliott,75,205,Florida A&M,12/21/1988,2,
A.Dennard,71,190,Langston,12/20/1989,1,
C.Underwood,75,254,Illinois State,1/26/1992,1,
C.Hentrich,75,213,Notre Dame,5/18/1971,17,
T.Palepoi,73,298,Utah,12/19/1990,2,SD
J.Herndon,72,194,Arkansas,6/29/1991,1,SD
E.Coleman,70,207,Washington State,5/6/1982,9,
,78,315,Nebraska,8/8/1991,2,MIN
B.McKinney,74,345,Michigan State,8/24/1983,8,
,74,232,Wofford,5/2/1991,2,
T.Wharton,76,315,South Carolina,5/19/1981,10,
N.Vasher,71,185,Texas,11/17/1981,8,
M.Moore,71,209,Tulane,7/24/1982,9,
G.Banks,72,198,Troy,11/4/1981,2,
J.Bell,71,177,Baylor,1/8/1985,3,
E.Bakhtiari,75,250,San Diego,12/2/1984,4,
J.West,73,208,Texas-El Paso,2/1/1984,2,
,77,298,Towson,3/19/1991,0,
C.Parkey,72,193,Auburn,2/19/1992,2,PHI
L.Purifoy,71,188,Florida,12/16/1992,0,
Z.Tipton,72,231,Central Michigan,4/27/1989,2,
R.Nassib,74,223,Syracuse,3/10/1990,3,NYG
,71,183,Alabama,9/3/1991,0,
T.Washington,70,198,Appalachian State,10/18/1990,1,JAC
,76,280,Arizona State,6/4/1989,1,
S.Clarke,70,193,Vanderbilt,4/19/1991,0,
C.McSurdy,73,237,Montana,2/24/1990,2,
J.Hanna,76,260,Oklahoma,7/14/1989,4,DAL
D.Coale,72,187,Virginia Tech,6/27/1988,1,
M.Sanu,74,210,Rutgers,8/22/1989,4,CIN
M.Burris,74,235,San Diego State,6/27/1988,4,
M.Brockers,77,326,LSU,12/21/1990,4,STL
K.Grennan,76,298,Eastern Washington,5/20/1984,3,
L.Leonard,76,325,Fresno State,7/16/1984,5,
L.Torrence,71,179,Stanford,1/4/1982,8,
O.Thompson,78,320,Duke,11/11/1982,4,
G.Tate,70,198,Notre Dame,8/2/1988,6,DET
B.Tate,70,220,Auburn,8/21/1988,5,
D.Williams,73,200,USC,5/26/1988,6,
P.Angerer,72,236,Iowa,1/31/1987,4,
K.Thomas,72,192,USC,9/20/1986,3,
N.Bowman,72,242,Penn State,5/28/1988,6,SF
D.Townsel,69,175,Murray State,7/12/1988,2,
R.Phillips,73,210,Miami (Fla.),9/14/1986,2,
P.Bailey,76,243,Duke,11/19/1985,7,
R.Clark,71,205,LSU,10/12/1979,14,
D.Woods,74,230,Oklahoma State,7/27/1985,3,
J.Dunbar,72,235,Boston College,3/13/1985,8,
S.Norris,74,232,Oregon State,10/25/1985,4,
L.Sidbury,75,269,Richmond,2/6/1986,6,
T.Fiammetta,72,250,Syracuse,8/22/1986,5,
A.Collie,72,204,Brigham Young,11/11/1985,5,
G.McRath,75,228,Southern Mississippi,6/16/1986,4,
A.Brown,72,227,North Carolina State,12/15/1986,6,
T.Green,74,316,Auburn,4/6/1986,5,CAR
S.Olsen,77,305,Iowa,12/17/1985,4,
T.Kropog,78,295,Tulane,7/31/1986,5,
G.Johnson,70,219,Colorado State,6/21/1986,3,
D.Orlovsky,77,215,Connecticut,8/18/1983,10,DET
T.Cole,75,270,Cincinnati,10/5/1982,11,IND
R.Williams,72,178,Tulane,3/14/1981,5,
R.Fields,74,314,Mississippi State,9/13/1981,7,
B.Ayanbadejo,73,225,UCLA,9/6/1976,10,
T.Crabtree,76,245,Miami (Ohio),11/4/1985,5,
D.Harris,76,300,Mississippi,1/14/1985,4,
D.Gales,77,310,Troy,8/17/1985,3,
B.Greenwood,77,278,Alabama,3/2/1987,2,
T.Johnson,73,205,South Florida,4/13/1986,2,
R.Price,73,195,Oklahoma State,9/16/1987,3,
C.Smith,73,225,Cincinnati,1/17/1987,1,
P.Walters,77,269,Eastern Illinois,3/25/1986,3,
D.Williams,71,201,Nevada,10/15/1990,3,BUF
J.Hill,73,303,Penn State,2/8/1991,3,SEA
H.Thornton,75,324,Illinois,6/28/1991,3,IND
J.Jenkins,75,359,Georgia,7/11/1989,3,NO
C.Harper,73,228,Kansas State,9/10/1989,2,
,76,307,Cornell,2/12/1991,3,GB
,75,309,USC,1/19/1990,3,IND
D.Bakhtiari,76,310,Colorado,9/30/1991,3,GB
D.Taylor,79,275,South Carolina,11/15/1989,3,DET
J.Franklin,70,205,UCLA,10/23/1989,2,
R.Helu,71,220,Nebraska,12/7/1988,5,OAK
B.Bollinger,73,205,Wisconsin,11/15/1979,7,
S.Acho,75,257,Texas,9/6/1988,5,CHI
J.Cameron,77,260,USC,8/7/1988,5,MIA
C.McCarthy,73,243,Miami (Fla.),5/30/1988,4,
Q.Carter,73,200,Oklahoma,7/20/1988,4,
J.Chiles,74,210,Texas,10/9/1988,1,
C.Ballard,76,283,Iowa,1/3/1989,3,
J.Fayson,72,214,Illinois,10/13/1987,1,
E.Gates,72,197,Abilene Christian,6/13/1986,4,
D.Arkin,77,307,Missouri State,10/7/1987,4,
T.Cox,70,192,Pittsburgh,10/29/1980,7,
C.Ingram,76,250,Florida,6/10/1985,3,
R.Bomar,74,225,Sam Houston State,7/2/1985,3,
D.Drew,76,260,East Carolina,12/9/1985,3,
B.Hughes,71,185,Oregon State,5/23/1986,5,
J.Knox,72,185,Abilene Christian,11/3/1986,4,
W.Middleton,70,190,Furman,7/28/1986,5,
J.Phillips,73,240,Texas Christian,2/14/1986,6,
G.Toler,72,190,St. Paul's (VA),1/2/1985,7,IND
X.Fulton,77,301,Illinois,4/18/1986,2,
M.Freeman,73,240,Ohio State,1/10/1986,1,
B.Jones,76,308,Alabama,5/25/1990,3,PHI
M.Wheaton,71,189,Oregon State,2/7/1991,3,PIT
,76,325,Valdosta State,9/21/1990,3,
S.Commings,72,223,Georgia,3/8/1990,3,
A.Klein,73,240,Iowa State,7/30/1991,3,CAR
T.Hawthorne,72,195,Illinois,1/1/1990,0,
K.Barner,69,195,Oregon,4/28/1989,2,PHI
J.Brown,75,209,Oklahoma,3/10/1991,2,
J.Veltung,71,182,Idaho,3/30/1991,1,
C.Rayford,79,272,Washington,3/4/1986,2,
J.Banks,74,185,Mississippi State,10/3/1989,3,TB
B.McGee,71,193,Miami (Fla.),12/11/1990,3,
B.Moorman,72,174,Pittsburg State,2/5/1976,14,
R.Smith,77,220,Florida State,3/11/1990,3,DAL
C.Ukwu,76,260,Kentucky,1/6/1990,0,
A.Spann,72,200,Louisiana-Lafayette,2/22/1983,4,
M.Jackson,76,280,Portland State,1/11/1990,0,
Z.Line,73,233,Southern Methodist,4/26/1990,3,MIN
A.McCloud,74,313,Florida State,8/6/1989,1,
B.Randle,67,193,Nevada-Las Vegas,9/17/1990,1,
J.Williams,70,203,Furman,3/30/1991,1,
B.Rideau,75,198,Kansas,10/18/1982,5,
N.McCaskill,75,309,Hampton,12/29/1983,5,
M.Washington,75,258,Texas State,8/20/1985,4,
M.Light,76,305,Purdue,6/23/1978,11,
,76,254,Towson,1/17/1992,0,CAR
,72,193,Texas A&M,2/22/1992,0,WAS
,74,223,Boston College,1/23/1993,0,TB
,73,200,Central Florida,1/30/1992,0,CLE
J.Tryon,69,180,Arizona State,5/29/1984,5,
J.Tamme,75,230,Kentucky,3/15/1985,8,ATL
L.Hawkins,71,194,California,7/12/1986,7,
R.Bryant,76,323,Texas A&M,4/18/1984,8,ARI
C.Steltz,73,210,LSU,5/7/1986,7,
B.Kehl,74,243,Brigham Young,6/16/1984,6,
T.Choice,70,210,Georgia Tech,11/20/1984,6,
M.Harris,73,245,Southern Utah,9/20/1981,5,
J.Wilhite,71,185,Auburn,2/23/1984,5,
K.Burton,72,206,Kentucky,10/29/1984,3,
J.Calvin,71,192,Troy,7/17/1987,2,
J.Pugh,71,210,Texas A&M,1/29/1988,5,
Jo.Webb,76,235,Alabama-Birmingham,11/14/1986,6,CAR
C.Scott,71,242,LSU,8/8/1988,2,
J.Wall,70,202,Texas Tech,1/10/1988,2,
D.Gettis,75,220,Baylor,8/27/1987,4,
R.Harewood,78,330,Morehouse,2/3/1987,3,
A.Brown,70,181,Central Michigan,7/10/1988,6,PIT
D.Batten,76,250,South Dakota State,12/8/1987,3,
J.Starks,74,218,Buffalo,2/25/1986,6,GB
M.Edwards,71,200,Texas-El Paso,12/14/1989,0,
K.Davis,75,215,Iowa,1/30/1991,0,
A.Wells,75,255,Northern Iowa,3/28/1989,1,
D.Zeigler,75,185,Baylor,10/11/1984,4,
B.London,76,210,Massachusetts,10/16/1984,4,
M.Matthews,76,270,Georgia Tech,10/9/1983,5,
D.Butler,73,217,Georgia,5/10/1989,3,ARI
R.Mahaffey,74,250,Northern Iowa,11/28/1987,2,
M.Pryor,73,305,Kentucky,6/13/1986,4,
J.Phillips,77,251,Virginia,6/11/1987,7,SD
,78,317,LSU,1/21/1990,2,
J.Davis,71,218,Clemson,1/1/1986,3,
K.Null,76,219,West Texas A&M;,9/24/1985,2,
J.McCourty,72,193,Rutgers,8/13/1987,7,TEN
D.Edison,74,204,Stephen F. Austin St.,7/16/1986,2,
C.Painter,76,230,Purdue,6/24/1985,5,
B.Myers,75,256,Iowa,9/4/1985,7,TB
K.Quarterman,77,325,Louisville,10/5/1985,2,
E.Weems,69,195,Bethune-Cookman,7/4/1985,9,ATL
R.Foster,79,333,Louisville,7/15/1984,5,
J.Vincent,70,219,LSU,1/25/1983,2,
K.Talavou,74,350,Utah,10/4/1984,3,
K.Moore,72,200,Boise State,7/12/1989,4,DAL
,73,311,Texas A&M,1/30/1991,3,SEA
A.Pease,70,211,Kansas State,8/12/1991,0,
J.Wright,71,205,Louisville,1/28/1991,0,
E.Sabino,74,247,Ohio State,11/13/1990,1,
A.Tweedy,74,193,Virginia Tech,7/27/1989,0,
C.James,69,179,Charleston Southern,5/14/1990,2,HOU
,73,245,Penn State,10/29/1989,2,
C.Taylor,71,213,Toledo,9/22/1979,10,
J.Kearse,76,265,Florida,9/3/1976,11,
T.Scott,77,260,Buffalo,8/30/1984,8,
O.Mare,71,185,Syracuse,6/6/1973,16,
J.Urban,75,207,Trinity (Tex.),11/26/1980,9,
A.Feeley,75,216,Oregon,5/16/1977,11,
R.Hill,71,205,Michigan State,11/12/1978,10,
E.Ainge,77,221,Tennessee,6/12/1986,3,
T.Bergeron,74,195,Middle Tennessee State,12/3/1983,3,
E.Salaam,79,310,San Diego State,6/19/1976,13,
M.Spurlock,71,210,Mississippi,1/31/1983,8,
J.Johnson,75,205,San Diego,5/15/1986,7,BUF
K.Clancy,73,305,Mississippi,8/17/1978,11,
C.Carlisle,77,310,Florida,8/11/1977,13,
M.Howard,72,244,Georgia,10/12/1985,3,
D.Jones,73,236,Michigan,2/22/1978,11,
Ma.Thomas,72,215,Texas-El Paso,5/28/1984,2,
C.Green,78,315,Central Florida,8/25/1976,11,
E.Walden,74,250,Middle Tennessee State,8/21/1985,8,IND
R.Housler,77,250,Florida Atlantic,3/17/1988,5,CHI
K.Sheppard,74,249,LSU,1/2/1988,5,MIA
J.Goff,74,241,Vanderbilt,12/12/1985,4,
Ba.Johnson,72,195,Texas Christian,5/2/1988,1,
D.Moch,74,255,Nevada,7/19/1988,3,
M.Dell,74,195,Michigan State,5/28/1989,2,
B.Bing,69,175,Rutgers,8/8/1989,2,
R.Brown,74,286,James Madison,7/2/1988,1,
C.Miller,75,300,Central Michigan,11/22/1987,1,
C.Cochart,76,249,South Dakota State,7/7/1987,2,
M.Adams,79,323,Ohio State,3/10/1990,4,PIT
M.Katula,78,265,Wisconsin,8/22/1982,8,
A.Highsmith,72,240,Arkansas,11/21/1989,1,
J.Kovacs,70,208,Michigan,6/12/1990,3,
,77,246,Oregon State,3/20/1991,0,NO
J.Parquet,78,321,Southern Mississippi,4/11/1982,5,
,74,222,South Florida,4/29/1992,0,HOU
,75,245,Alabama-Birmingham,2/26/1993,0,GB
M.Goff,77,311,Iowa,1/6/1976,12,
,68,221,Mississippi State,8/24/1992,0,
,73,246,Oklahoma,12/20/1992,0,GB
,72,244,Georgia,9/20/1991,0,IND
T.Cadet,73,210,Appalachian State,2/1/1989,4,NO
,77,302,Buffalo,9/24/1991,0,SEA
,74,289,Rice,10/16/1993,0,HOU
B.Leonhardt,77,255,Bemidji State,4/2/1990,2,SF
T.Walker,75,305,Tulsa,3/18/1990,4,DET
S.McGuffie,70,200,Rice,10/16/1989,0,
B.Yates,74,305,Texas A&M;,4/15/1980,9,
O.Grigsby,75,260,Kentucky,11/19/1980,5,
D.Fletcher,73,195,Boston College,5/23/1990,2,
M.Dowtin,74,230,North Alabama,1/22/1989,3,
H.Hicks,75,330,Iowa State,10/3/1988,2,
J.Aiono,75,305,Utah,1/23/1989,1,
J.Sambrano,71,190,Montana,3/15/1990,1,
B.Stahovich,71,197,San Diego State,4/14/1990,0,
M.Pellerin,72,192,Hampton,11/23/1988,2,
G.Whalen,71,190,Stanford,3/1/1990,4,
L.Thomas,73,210,Eastern Michigan,3/22/1988,1,
T.Edwards,76,230,Stanford,10/30/1983,6,
M.Henderson,79,340,Florida State,10/29/1984,5,
J.Wade,71,195,Tennessee,3/27/1984,6,
C.Johnson,74,282,Georgia,7/10/1986,9,CAR
M.Yanda,75,305,Iowa,9/15/1984,9,BAL
B.Mebane,73,311,California,1/15/1985,9,SEA
A.Alleman,76,310,Akron,11/20/1983,3,
S.Bradley,76,258,Nebraska,11/2/1983,7,
A.Rouse,76,227,Virginia Tech,1/8/1984,4,
K.Arrington,70,190,Hofstra,8/12/1986,7,BAL
J.Collins,73,252,Washington State,3/3/1986,5,
,76,300,Youngstown State,6/24/1992,0,
S.McBride,74,205,Delaware State,2/6/1985,2,
J.Roland,71,242,Kansas State,1/14/1986,2,
,75,308,New Mexico State,12/21/1991,2,
G.Lawson,70,195,Oregon State,1/12/1985,3,
G.Smith,73,300,Georgia,10/9/1991,1,
T.Mims,76,265,South Florida,1/23/1991,0,
A.Wilson,75,242,Missouri,2/7/1991,0,
Da.Williams,71,225,Oklahoma,4/3/1992,2,MIA
S.Bailey,70,194,West Virginia,11/11/1990,3,
A.Hurns,75,205,Miami (Fla.),11/12/1991,2,JAC
M.Jensen,78,270,Fresno State,2/12/1990,2,WAS
,77,315,Tennessee,10/30/1989,3,MIA
Z.Stacy,69,224,Vanderbilt,4/9/1991,3,NYJ
R.Reynolds,71,187,Oregon State,2/2/1991,2,
,75,305,Clemson,5/5/1991,2,JAC
,78,310,James Madison,2/14/1991,2,JAC
J.Cyprien,72,223,Florida International,7/29/1990,3,JAC
G.Van Roten,75,303,Pennsylvania,2/26/1990,3,
J.Nedney,77,220,San Jose State,3/22/1973,15,
S.Brenner,74,310,Utah,4/27/1990,2,DEN
W.Kershaw,75,250,Maryland,12/15/1983,4,
E.Moncur,73,237,Miami (Fla.),11/28/1984,1,
D.Pender,72,180,Purdue,12/4/1987,2,
J.McCoy,75,240,Texas A&M;,7/21/1987,1,
L.Jeanpierre,75,301,South Carolina,5/19/1987,6,SEA
J.Horne,74,193,Massachusetts,10/25/1986,3,
R.McGee,76,203,Texas,4/25/1983,3,
W.Billingsley,70,195,North Carolina A&T;,4/23/1984,1,
B.Breeland,71,197,Clemson,1/30/1992,2,WAS
V.Fox,70,203,Fresno State,10/9/1979,8,
K.Martin,78,272,North Carolina,2/19/1992,2,ARI
Jo. Brown,71,179,Pittsburg State,4/3/1990,2,ARI
,73,213,UCLA,3/7/1991,2,
K.Carey,70,210,Arizona,10/30/1992,2,CHI
D.Jones,76,322,Penn State,12/17/1991,2,TEN
A.Williams,71,230,Boston College,8/28/1992,2,NYG
,73,245,Arizona State,8/15/1992,2,
,71,196,Wyoming,4/6/1992,2,TEN
,80,315,Azusa Pacific,3/23/1990,1,
D.Preston,77,311,Illinois,6/12/1982,5,
K.Rhodes,75,212,Louisville,8/2/1982,8,
Jason.Brown,75,320,North Carolina,5/5/1983,7,
B.Poppinga,75,252,Brigham Young,9/21/1979,8,
J.David,68,180,Washington State,6/12/1982,6,
A.Smith,75,290,Oklahoma State,10/21/1981,12,DEN
M.Karney,71,260,Arizona State,7/6/1981,7,
T.Spencer,75,218,North Texas,10/7/1985,1,
R.Kees,78,275,St. Cloud State,4/2/1986,1,
P.Douglass,68,170,South Dakota State,6/25/1985,1,
E.Gant,75,200,North Alabama,1/24/1987,2,
A.DiMichele,73,202,Temple,7/26/1985,1,
M.Sanchez,74,225,USC,11/11/1986,7,PHI
S.Greene,71,233,Iowa,8/21/1985,7,
O.Hines,74,217,Florida,12/18/1989,0,
W.Pericak,75,300,Colorado,12/30/1989,1,
,78,320,Memphis,1/11/1988,2,SF
